ds,yhat,yhat_lower,yhat_upper
2005-02-25,-2.560786643592989,-7.72557264330795,2.5321333094955825
2005-02-26,-2.5473710892126116,-7.729633883444019,2.601363753302487
2005-02-27,-2.447356536591875,-7.602907116625553,2.525226719770787
2005-02-28,-2.2956184892139753,-7.594158118179076,2.9005146524451613
2005-03-01,-1.948448952786805,-7.091480408736885,3.4239116548894524
2005-03-02,-1.6691620671507756,-6.631275167316953,3.2957005073037577
2005-03-03,-1.4974879905366087,-6.872924958106966,3.660243243186684
2005-03-04,-1.4791505985204623,-6.572897067257407,3.7683167931717203
2005-03-05,-1.4189229373068306,-6.564924843596644,3.7670003639611913
2005-03-06,-1.277064469985083,-6.417089413936529,3.7235389122707927
2005-03-07,-1.0893307977205708,-6.431536918229706,4.141753937760756
2005-03-08,-0.7127213654274218,-5.5962309564308255,4.665846104537803
2005-03-09,-0.4110639712906696,-5.338558960830542,4.899039712951211
2005-03-10,-0.2243935869510123,-5.264018353060136,4.92340024837866
2005-03-11,-0.1985214579905854,-5.348462491967573,5.014568478664956
2005-03-12,-0.13808863750472167,-5.411308117814333,5.312430401527989
2005-03-13,-0.003008005335274788,-4.985634130740963,5.208019382388003
2005-03-14,0.17151472960292402,-4.987307000088011,4.999217227805462
2005-03-15,0.5292159108062009,-4.783269818115416,5.436564785356613
2005-03-16,0.8071664363460958,-4.51360489626188,6.062391845636756
2005-03-17,0.9663650935883599,-4.560517461339745,6.112101313142317
2005-03-18,0.9621376159699757,-3.7747690879478686,6.179994599112166
2005-03-19,0.9910482826436349,-4.204565011633982,6.073662340010762
2005-03-20,1.0944210671878833,-4.35320279071263,6.013552965310074
2005-03-21,1.2382809503363417,-3.577039621329269,6.18927864409091
2005-03-22,1.5675513965444425,-3.5264353547185556,7.079578015446574
2005-03-23,1.8204108512373613,-3.6358992332593987,6.70174130319676
2005-03-24,1.9588525446374883,-3.235694830233357,7.658475841837899
2005-03-25,1.939053488280729,-3.290865727161225,6.949070187224093
2005-03-26,1.9582603750925642,-3.3189971677471135,7.2255677636827755
2005-03-27,2.0582901468967494,-3.2192602829775794,7.516398821813121
2005-03-28,2.2054564477240888,-2.8642820866677337,7.356823789987772
2005-03-29,2.544758394636024,-2.4164791551183566,7.6955828913226645
2005-03-30,2.8142347711131936,-2.352509951813616,8.244950290860912
2005-03-31,2.9755279867359556,-2.2907940660525856,7.886796045783932
2005-04-01,2.984263555568493,-2.3499157144701384,8.19037947678671
2005-04-02,3.036952483472037,-2.27530352926819,8.102974736876611
2005-04-03,3.1745138305880944,-1.680422158163986,8.592376374667243
2005-04-04,3.3622280079486115,-1.9338950944912578,8.302870362895858
2005-04-05,3.7439564385791853,-1.5494345228949706,9.203590999195336
